
tgrp,3000,14194def9d7947aac69b29e3a689c865-1530de3e-37d2-46b8-94a7-21b619e431ac,3000,0,
colmtv-f,14000,cc535e34f2549d372c742e14a3d65de7-d1daf668-b3ca-489e-9ba0-0de93dc4f6a7,10765,3235,
frelle,50000,f4e005a7eaa1421d99370bd412c02b52-31b562bc-19dd-4498-904d-dc369fc76de0,45475,4525,
millero,10000,6b235563ee1d31cc5180951fd8c23e95-d29a8eb4-7152-4a86-8fec-9e4a694a354d,6430,3570,
sucas,15000,a38b0157c30c7268221d2042ae45fcc6-df6a2774-fa87-4ec4-a639-d4f04cdf0c2d,
tonla,3500,295bbd113b32dd341389b8eae61e097b-29477370-4555-4814-8330-550ef05ed0fe,3500,0,
trda,15000,61da9fe19d7d8ba6bcbcf08cd9f71f0e-1cd48e34-68dc-4821-b414-7726e0760244,14412.4,587.6000000000004
