
tgrp,3000,3000,0,
colmtv-f,14000,10765,3235,
frelle,50000,45475,4525,
millero,10000,6b235563ee1d31cc5180951fd8c23e95-d29a8eb4-7152-4a86-8fec-9e4a694a354d,
sucas,15000,a38b0157c30c7268221d2042ae45fcc6-df6a2774-fa87-4ec4-a639-d4f04cdf0c2d,
tonla,3500,3500,0,
trda,15000,61da9fe19d7d8ba6bcbcf08cd9f71f0e-1cd48e34-68dc-4821-b414-7726e0760244
